body,category_id,head,id,image_id,left-back-leg,left-front-leg,left-wing,right-back-leg,right-front-leg,right-wing,tail
"(1790, 633)",8,"(1911, 609)",38578,5987b2ec-23d2-11e8-a6a3-ec086b02610b,"(1766, 708)","(-1, -1)","(-1, -1)","(1722, 742)","(1892, 698)","(-1, -1)","(1641, 607)"
"(81, 910)",99,"(216, 1029)",23035,5979bdb9-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(107, 988)","(-1, -1)","(-1, -1)"
"(145, 802)",7,"(216, 920)",12710,59c31956-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(88, 882)","(182, 925)","(-1, -1)","(18, 737)"
"(64, 1106)",5,"(-1, -1)",2991,59ffbcbe-23d2-11e8-a6a3-ec086b02610b,"(58, 1179)","(30, 1159)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(151, 1140)"
"(1426, 694)",8,"(-1, -1)",36400,59849650-23d2-11e8-a6a3-ec086b02610b,"(1353, 802)","(-1, -1)","(-1, -1)","(1368, 858)","(1460, 785)","(-1, -1)","(1314, 703)"
"(1003, 665)",16,"(1169, 626)",37428,5a1fe8f7-23d2-11e8-a6a3-ec086b02610b,"(969, 785)","(-1, -1)","(-1, -1)","(911, 831)","(1088, 778)","(-1, -1)","(827, 782)"
"(518, 1085)",1,"(380, 1114)",335,59fc7e7c-23d2-11e8-a6a3-ec086b02610b,"(558, 1147)","(471, 1178)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(727, 1178)"
"(203, 1154)",99,"(128, 1161)",35812,599be75c-23d2-11e8-a6a3-ec086b02610b,"(199, 1193)","(163, 1171)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(303, 1200)"
"(1107, 1408)",16,"(1232, 1475)",43301,59e91bcf-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1010, 1468)","(1083, 1483)","(-1, -1)","(1025, 1278)"
"(1464, 938)",11,"(1464, 917)",37634,5a263941-23d2-11e8-a6a3-ec086b02610b,"(1457, 954)","(-1, -1)","(1454, 937)","(1464, 954)","(-1, -1)","(1475, 940)","(1452, 951)"
"(1406, 1178)",10,"(1349, 1154)",32508,59673535-23d2-11e8-a6a3-ec086b02610b,"(1418, 1227)","(1396, 1213)","(-1, -1)","(-1, -1)","(1385, 1208)","(-1, -1)","(1454, 1217)"
"(51, 812)",7,"(129, 855)",18144,59d0e49f-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(160, 884)","(-1, -1)","(20, 884)","(90, 879)","(-1, -1)","(-1, -1)"
"(162, 978)",16,"(182, 1118)",9131,59fae42d-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(201, 1237)","(-1, -1)","(-1, -1)","(153, 1179)","(-1, -1)","(-1, -1)"
"(1462, 944)",10,"(1460, 927)",2008,59baca0b-23d2-11e8-a6a3-ec086b02610b,"(1426, 1003)","(-1, -1)","(-1, -1)","(1452, 1007)","(-1, -1)","(-1, -1)","(1447, 952)"
"(1693, 556)",6,"(1648, 411)",31223,5a07cf3f-23d2-11e8-a6a3-ec086b02610b,"(1653, 773)","(1624, 544)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1722, 758)"
"(1208, 554)",6,"(1271, 566)",9701,5a1e502f-23d2-11e8-a6a3-ec086b02610b,"(1095, 867)","(1181, 824)","(-1, -1)","(1249, 829)","(1280, 790)","(-1, -1)","(1131, 594)"
"(90, 892)",9,"(445, 898)",13441,5a062fae-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(373, 1454)","(-1, -1)","(-1, -1)","(247, 1464)","(-1, -1)","(-1, -1)"
"(1034, 1055)",8,"(942, 713)",44743,5971fb0f-23d2-11e8-a6a3-ec086b02610b,"(1104, 1471)","(916, 1147)","(-1, -1)","(1192, 1473)","(-1, -1)","(-1, -1)","(1163, 1391)"
"(1664, 430)",6,"(-1, -1)",38270,59d75223-23d2-11e8-a6a3-ec086b02610b,"(1594, 531)","(-1, -1)","(-1, -1)","(1633, 546)","(-1, -1)","(-1, -1)","(1612, 426)"
"(1660, 782)",1,"(1766, 804)",16942,59ddc207-23d2-11e8-a6a3-ec086b02610b,"(1633, 852)","(-1, -1)","(-1, -1)","(1600, 881)","(1708, 853)","(-1, -1)","(1510, 821)"
"(921, 795)",9,"(1143, 737)",30216,59e441f4-23d2-11e8-a6a3-ec086b02610b,"(855, 1068)","(1087, 928)","(-1, -1)","(622, 1224)","(933, 1082)","(-1, -1)","(633, 1010)"
"(1116, 606)",9,"(829, 944)",6798,59fe22b5-23d2-11e8-a6a3-ec086b02610b,"(1341, 1000)","(1244, 1183)","(-1, -1)","(1196, 1142)","(909, 1256)","(-1, -1)","(-1, -1)"
"(1675, 773)",1,"(-1, -1)",6643,596ef129-23d2-11e8-a6a3-ec086b02610b,"(1597, 884)","(-1, -1)","(-1, -1)","(1711, 879)","(-1, -1)","(-1, -1)","(1568, 850)"
"(278, 1094)",1,"(298, 1249)",39588,5987b577-23d2-11e8-a6a3-ec086b02610b,"(353, 1046)","(337, 1191)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(317, 928)"
"(471, 1471)",16,"(-1, -1)",4780,59bca47b-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(238, 1425)"
"(834, 718)",7,"(694, 821)",37787,5992933e-23d2-11e8-a6a3-ec086b02610b,"(896, 843)","(832, 834)","(-1, -1)","(-1, -1)","(721, 855)","(-1, -1)","(925, 483)"
"(1221, 1121)",99,"(1315, 1133)",36624,599fbe1c-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1199, 1174)","(1252, 1173)","(-1, -1)","(1117, 1149)"
"(1155, 1167)",99,"(1244, 1159)",34323,59ef8c73-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1119, 1213)","(1196, 1202)","(-1, -1)","(981, 1171)"
"(109, 889)",9,"(892, 923)",14909,59b939c5-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(426, 1458)","(-1, -1)","(-1, -1)","(276, 1470)","(-1, -1)","(-1, -1)"
"(186, 1065)",7,"(240, 1085)",23763,5a230f6a-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1737, 802)",1,"(-1, -1)",17479,596a4ed6-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1660, 891)","(-1, -1)","(-1, -1)","(1477, 862)"
"(768, 694)",7,"(592, 776)",10252,5a096c81-23d2-11e8-a6a3-ec086b02610b,"(904, 816)","(711, 805)","(-1, -1)","(803, 805)","(660, 780)","(-1, -1)","(930, 624)"
"(1498, 602)",9,"(1380, 764)",6332,59c99dfc-23d2-11e8-a6a3-ec086b02610b,"(1575, 778)","(1447, 780)","(-1, -1)","(-1, -1)","(1508, 761)","(-1, -1)","(-1, -1)"
"(488, 696)",7,"(296, 780)",36352,59973e1d-23d2-11e8-a6a3-ec086b02610b,"(566, 807)","(467, 811)","(-1, -1)","(-1, -1)","(394, 797)","(-1, -1)","(701, 607)"
"(442, 1188)",1,"(459, 1360)",45141,596d656b-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(401, 1084)"
"(121, 785)",1,"(281, 947)",31956,59e1048c-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(39, 872)","(213, 933)","(-1, -1)","(-1, -1)"
"(141, 1458)",99,"(64, 1487)",33231,5a24a8d8-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(334, 1384)"
"(660, 976)",7,"(701, 1027)",1819,59f2c46c-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(653, 1055)","(-1, -1)","(641, 865)"
"(1969, 1360)",7,"(-1, -1)",32740,5a2af464-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1751, 1123)"
"(1326, 571)",9,"(1512, 782)",35605,5a096a4e-23d2-11e8-a6a3-ec086b02610b,"(1192, 817)","(1437, 797)","(-1, -1)","(1249, 817)","(1467, 797)","(-1, -1)","(1070, 686)"
"(1121, 665)",9,"(1351, 686)",26783,5a14a402-23d2-11e8-a6a3-ec086b02610b,"(1056, 913)","(1264, 874)","(-1, -1)","(1082, 910)","(1102, 899)","(-1, -1)","(-1, -1)"
"(1090, 732)",3,"(1012, 843)",40828,5a0630bb-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1271, 783)"
"(360, 529)",6,"(-1, -1)",30917,59973e5b-23d2-11e8-a6a3-ec086b02610b,"(269, 812)","(-1, -1)","(-1, -1)","(407, 688)","(-1, -1)","(-1, -1)","(361, 660)"
"(29, 1111)",9,"(325, 1451)",32353,596735dc-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(-1, -1)",7,"(-1, -1)",44261,59973dfa-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1904, 843)"
"(402, 826)",7,"(674, 1029)",12494,5a1fe876-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(619, 1073)","(-1, -1)","(295, 1039)","(397, 1067)","(-1, -1)","(87, 742)"
"(788, 655)",1,"(742, 797)",683,5a296432-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(817, 790)","(-1, -1)","(-1, -1)","(701, 742)","(-1, -1)","(-1, -1)"
"(1116, 734)",3,"(984, 863)",35214,59ffb98b-23d2-11e8-a6a3-ec086b02610b,"(1102, 850)","(1085, 860)","(-1, -1)","(1250, 828)","(-1, -1)","(-1, -1)","(1259, 763)"
"(578, 1210)",99,"(481, 1265)",13788,598944a3-23d2-11e8-a6a3-ec086b02610b,"(607, 1258)","(534, 1268)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(785, 1207)"
"(665, 812)",7,"(749, 846)",26309,59c99d09-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(658, 865)","(704, 860)","(-1, -1)","(552, 809)"
"(1657, 571)",9,"(1814, 510)",24763,59c669d9-23d2-11e8-a6a3-ec086b02610b,"(1440, 852)","(1747, 727)","(-1, -1)","(1588, 805)","(1646, 776)","(-1, -1)","(1460, 677)"
"(849, 582)",3,"(-1, -1)",30983,596bda67-23d2-11e8-a6a3-ec086b02610b,"(853, 688)","(795, 650)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(913, 679)"
"(723, 1212)",99,"(643, 1290)",11479,59e91c0e-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(713, 1268)","(-1, -1)","(-1, -1)","(677, 1289)","(-1, -1)","(808, 1162)"
"(788, 1266)",8,"(776, 1118)",26516,5a062ec8-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(663, 1459)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(993, 1478)"
"(1466, 368)",34,"(1547, 445)",13001,59df5e0d-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1600, 583)","(-1, -1)","(1445, 602)","(1493, 616)","(-1, -1)","(-1, -1)"
"(1039, 1062)",8,"(988, 669)",24631,5a1b13a8-23d2-11e8-a6a3-ec086b02610b,"(1107, 1454)","(914, 1138)","(-1, -1)","(1201, 1463)","(-1, -1)","(-1, -1)","(1146, 1389)"
"(162, 1391)",16,"(-1, -1)",45110,59641d69-23d2-11e8-a6a3-ec086b02610b,"(389, 1478)","(-1, -1)","(-1, -1)","(226, 1476)","(-1, -1)","(-1, -1)","(390, 1377)"
"(1131, 949)",8,"(1249, 918)",6921,59c31904-23d2-11e8-a6a3-ec086b02610b,"(1140, 1412)","(1029, 1106)","(-1, -1)","(1302, 1360)","(-1, -1)","(-1, -1)","(1235, 1283)"
"(1006, 1014)",8,"(1041, 672)",20974,5a17dfc8-23d2-11e8-a6a3-ec086b02610b,"(1085, 1471)","(918, 1154)","(-1, -1)","(1204, 1470)","(-1, -1)","(-1, -1)","(1152, 1408)"
"(575, 763)",9,"(327, 898)",38419,5998cd65-23d2-11e8-a6a3-ec086b02610b,"(749, 886)","(546, 1010)","(-1, -1)","(-1, -1)","(469, 923)","(-1, -1)","(793, 700)"
"(1095, 723)",3,"(-1, -1)",41774,599fbfae-23d2-11e8-a6a3-ec086b02610b,"(1097, 852)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1257, 775)"
"(1464, 935)",11,"(1469, 923)",34362,59941e1e-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(1454, 935)","(-1, -1)","(-1, -1)","(1474, 945)","(1455, 952)"
"(-1, -1)",11,"(-1, -1)",6482,59f5ff98-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1201, 524)",11,"(1152, 472)",38522,599106d4-23d2-11e8-a6a3-ec086b02610b,"(1184, 577)","(-1, -1)","(1235, 551)","(-1, -1)","(-1, -1)","(-1, -1)","(1332, 614)"
,11,,ebb06635-f5b3-42a6-af37-64625d17d10c,59edf190-23d2-11e8-a6a3-ec086b02610b,,,,,,,
"(1402, 741)",9,"(1576, 723)",41661,59c4bfa0-23d2-11e8-a6a3-ec086b02610b,"(1163, 1055)","(1358, 962)","(-1, -1)","(1300, 1009)","(1582, 891)","(-1, -1)","(1186, 954)"
"(1462, 935)",11,"(1460, 918)",35999,5a17dccd-23d2-11e8-a6a3-ec086b02610b,"(1455, 954)","(-1, -1)","(1452, 940)","(1462, 954)","(-1, -1)","(1474, 939)","(1455, 956)"
"(1058, 1234)",11,"(-1, -1)",33295,59af9817-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(537, 1249)",16,"(418, 1336)",23801,5a0493c6-23d2-11e8-a6a3-ec086b02610b,"(561, 1388)","(520, 1389)","(-1, -1)","(646, 1323)","(472, 1441)","(-1, -1)","(680, 1251)"
"(1375, 1345)",5,"(1435, 1268)",11921,5a230f8d-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1230, 1336)"
"(617, 1253)",6,"(515, 1383)",496,5860ed73-23d2-11e8-a6a3-ec086b02610b,"(708, 1314)","(558, 1463)","(-1, -1)","(650, 1313)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1124, 766)",9,"(1307, 725)",43493,5879d246-23d2-11e8-a6a3-ec086b02610b,"(897, 1008)","(1121, 993)","(-1, -1)","(983, 1022)","(1302, 1000)","(-1, -1)","(812, 882)"
"(1686, 816)",10,"(1800, 761)",28249,588c140d-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1742, 879)","(-1, -1)","(1582, 860)"
"(1162, 665)",1,"(1073, 623)",33310,589cb224-23d2-11e8-a6a3-ec086b02610b,"(1244, 855)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1351, 787)"
"(820, 1429)",16,"(-1, -1)",16392,5921632f-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(636, 1441)"
"(1042, 715)",8,"(-1, -1)",2629,58a37b36-23d2-11e8-a6a3-ec086b02610b,"(1054, 1123)","(-1, -1)","(-1, -1)","(983, 1261)","(1158, 940)","(-1, -1)","(720, 817)"
"(1210, 1451)",3,"(-1, -1)",5422,58782842-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1938, 641)",5,"(-1, -1)",6602,58cb12fc-23d2-11e8-a6a3-ec086b02610b,"(1870, 727)","(-1, -1)","(-1, -1)","(1894, 730)","(-1, -1)","(-1, -1)","(1824, 701)"
"(1595, 840)",10,"(1520, 904)",26927,58cfca0c-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1563, 915)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1674, 845)"
"(1484, 1143)",1,"(1629, 1220)",28128,5879d2ea-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1421, 1234)","(1556, 1239)","(-1, -1)","(1368, 1150)"
"(1143, 869)",8,"(1590, 780)",43674,585f4e2b-23d2-11e8-a6a3-ec086b02610b,"(1119, 1104)","(1457, 1169)","(-1, -1)","(1001, 1178)","(1298, 1232)","(-1, -1)","(778, 763)"
"(1505, 1145)",1,"(1387, 1219)",38928,58cca530-23d2-11e8-a6a3-ec086b02610b,"(1576, 1202)","(1457, 1219)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1667, 1104)"
"(1846, 1010)",10,"(1611, 1106)",37043,58af74b9-23d2-11e8-a6a3-ec086b02610b,"(1923, 1113)","(1725, 1142)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(2010, 1007)"
"(1539, 821)",10,"(-1, -1)",6287,59087e67-23d2-11e8-a6a3-ec086b02610b,"(1578, 911)","(-1, -1)","(-1, -1)","(1628, 896)","(-1, -1)","(-1, -1)","(1599, 846)"
"(1573, 1213)",10,"(1377, 1203)",2658,58e0f827-23d2-11e8-a6a3-ec086b02610b,"(1623, 1365)","(1404, 1328)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1730, 1280)"
"(2532, 1049)",8,"(2374, 1245)",36310,58f29657-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(2340, 1339)","(-1, -1)","(-1, -1)"
"(532, 773)",9,"(561, 1104)",7641,593100e7-23d2-11e8-a6a3-ec086b02610b,"(655, 877)","(610, 1118)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(672, 614)"
"(1187, 790)",10,"(1063, 744)",36958,59292dab-23d2-11e8-a6a3-ec086b02610b,"(1266, 896)","(1131, 828)","(-1, -1)","(-1, -1)","(1095, 819)","(-1, -1)","(1274, 841)"
"(841, 875)",3,"(-1, -1)",28670,58d15f83-23d2-11e8-a6a3-ec086b02610b,"(807, 1026)","(-1, -1)","(-1, -1)","(855, 1012)","(-1, -1)","(-1, -1)","(831, 959)"
"(1090, 698)",10,"(1000, 723)",26874,58678dc5-23d2-11e8-a6a3-ec086b02610b,"(1124, 770)","(1059, 768)","(-1, -1)","(1133, 754)","(1047, 761)","(-1, -1)","(1175, 708)"
"(1092, 640)",10,"(1000, 599)",35491,59167944-23d2-11e8-a6a3-ec086b02610b,"(1088, 717)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1141, 684)"
"(1877, 862)",3,"(1964, 809)",28826,590560ce-23d2-11e8-a6a3-ec086b02610b,"(1832, 1036)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1918, 1114)"
"(1984, 824)",10,"(-1, -1)",37010,5876817c-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1986, 964)","(-1, -1)","(-1, -1)","(1868, 920)"
"(1966, 1005)",10,"(1882, 985)",44519,585a644f-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1966, 1077)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1556, 891)",9,"(1274, 1275)",40386,589b0295-23d2-11e8-a6a3-ec086b02610b,"(1744, 1142)","(1448, 1290)","(-1, -1)","(1728, 1058)","(-1, -1)","(-1, -1)","(1911, 969)"
"(1995, 1024)",10,"(-1, -1)",39560,58ddd839-23d2-11e8-a6a3-ec086b02610b,"(1988, 1138)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(672, 1278)",1,"(617, 1365)",14646,58d47db2-23d2-11e8-a6a3-ec086b02610b,"(728, 1333)","(667, 1388)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(803, 1251)"
"(612, 1222)",5,"(549, 1239)",20978,59328d67-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(698, 1208)"
"(2015, 867)",6,"(-1, -1)",20888,58960a8b-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1942, 1120)","(-1, -1)","(-1, -1)","(-1, -1)"
"(925, 1091)",9,"(1039, 879)",25331,593ef483-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(994, 1371)","(-1, -1)","(820, 1464)","(1064, 1362)","(-1, -1)","(612, 1372)"
"(1105, 679)",1,"(1160, 648)",28803,585c04d7-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1078, 749)","(-1, -1)","(-1, -1)","(894, 727)"
"(1126, 995)",5,"(1063, 995)",34886,588dbb9b-23d2-11e8-a6a3-ec086b02610b,"(1177, 1080)","(-1, -1)","(-1, -1)","(1240, 1034)","(-1, -1)","(-1, -1)","(1309, 990)"
"(1802, 841)",3,"(1595, 800)",10634,58767fa8-23d2-11e8-a6a3-ec086b02610b,"(1826, 1036)","(1716, 918)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1914, 1067)"
"(1097, 971)",10,"(1203, 1073)",14258,5902373b-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1037, 1012)","(1143, 1087)","(-1, -1)","(1042, 911)"
"(1628, 863)",1,"(1454, 853)",5752,5913653a-23d2-11e8-a6a3-ec086b02610b,"(1626, 942)","(1537, 925)","(-1, -1)","(1681, 990)","(-1, -1)","(-1, -1)","(1807, 974)"
"(1735, 560)",9,"(1322, 553)",7124,587d4156-23d2-11e8-a6a3-ec086b02610b,"(1890, 860)","(1638, 985)","(-1, -1)","(1768, 824)","(1587, 952)","(-1, -1)","(-1, -1)"
"(298, 1369)",5,"(213, 1379)",28935,58782a6e-23d2-11e8-a6a3-ec086b02610b,"(325, 1412)","(264, 1408)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(395, 1359)"
"(1496, 751)",7,"(1431, 896)",17064,588716bf-23d2-11e8-a6a3-ec086b02610b,"(1602, 822)","(1479, 894)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1570, 544)"
"(686, 1237)",1,"(622, 1328)",13257,58c34e98-23d2-11e8-a6a3-ec086b02610b,"(756, 1285)","(667, 1313)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(771, 1193)"
"(1829, 840)",5,"(1751, 860)",5172,58c97c08-23d2-11e8-a6a3-ec086b02610b,"(1882, 848)","(1817, 875)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1928, 836)"
"(911, 1231)",1,"(822, 1290)",42921,58b4ac43-23d2-11e8-a6a3-ec086b02610b,"(960, 1277)","(880, 1307)","(-1, -1)","(989, 1272)","(-1, -1)","(-1, -1)","(1012, 1208)"
"(573, 667)",3,"(-1, -1)",14884,58adc3b4-23d2-11e8-a6a3-ec086b02610b,"(633, 824)","(498, 770)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(720, 792)"
"(837, 601)",8,"(824, 452)",36111,58c1c08a-23d2-11e8-a6a3-ec086b02610b,"(773, 1224)","(-1, -1)","(-1, -1)","(954, 1041)","(-1, -1)","(-1, -1)","(749, 662)"
"(696, 752)",16,"(761, 624)",34358,58960ab3-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(670, 1056)","(776, 793)","(-1, -1)","(643, 976)"
"(1629, 1371)",10,"(1339, 1258)",7010,58af74d4-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1505, 1470)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1863, 1476)"
"(636, 1120)",8,"(-1, -1)",44536,58e7261f-23d2-11e8-a6a3-ec086b02610b,"(1070, 1417)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(914, 947)"
"(1532, 965)",6,"(1983, 926)",19689,593a4e59-23d2-11e8-a6a3-ec086b02610b,"(957, 1397)","(1628, 1355)","(-1, -1)","(1409, 1373)","(2007, 1303)","(-1, -1)","(1143, 1099)"
"(1518, 831)",10,"(1425, 826)",33437,590560d5-23d2-11e8-a6a3-ec086b02610b,"(1534, 901)","(1477, 892)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1588, 879)"
"(1418, 1473)",8,"(-1, -1)",11483,58ff0c68-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1003, 1005)"
"(1940, 752)",5,"(-1, -1)",10958,586fdebc-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1846, 788)"
"(853, 1087)",10,"(964, 1096)",13837,58fd7d4d-23d2-11e8-a6a3-ec086b02610b,"(848, 1145)","(-1, -1)","(-1, -1)","(831, 1173)","(889, 1149)","(-1, -1)","(785, 1099)"
"(1549, 939)",3,"(1532, 1138)",34140,5887172a-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(853, 951)",8,"(783, 1208)",19955,593a4f04-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(996, 1311)","(-1, -1)","(-1, -1)","(803, 1353)","(-1, -1)","(882, 698)"
"(880, 700)",8,"(730, 961)",24627,5892b592-23d2-11e8-a6a3-ec086b02610b,"(1029, 860)","(837, 1072)","(-1, -1)","(-1, -1)","(749, 1150)","(-1, -1)","(964, 532)"
"(1361, 650)",16,"(1331, 722)",29521,58910f07-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1394, 780)","(-1, -1)","(-1, -1)","(1355, 800)","(-1, -1)","(1300, 655)"
"(1600, 855)",5,"(1541, 898)",960,5888bde9-23d2-11e8-a6a3-ec086b02610b,"(1623, 925)","(1561, 940)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1703, 949)"
"(1822, 1062)",5,"(1877, 1022)",30744,594845ea-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1856, 1104)","(1865, 1082)","(-1, -1)","(1710, 1113)"
"(232, 795)",5,"(-1, -1)",28635,591cb128-23d2-11e8-a6a3-ec086b02610b,"(199, 841)","(-1, -1)","(-1, -1)","(238, 821)","(257, 811)","(-1, -1)","(179, 841)"
"(2018, 1365)",3,"(-1, -1)",30682,588f67ef-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1853, 1418)"
